N,P,K,temperature,humidity,ph,rainfall,label,previous_week_avg,previous_month_avg,daily_price,price_change_percentage
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango,1487.17,3204.83,1542.38,3.71
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango,1636.75,2914.66,1802.28,10.11
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango,1608.19,3124.44,1668.31,3.74
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango,1657.18,3133.86,1697.42,2.43
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango,1682.43,3201.78,1653.3,-1.73
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango,1625.77,3054.78,1493.53,-8.13
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango,1603.66,3270.36,1810.12,12.87
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango,1552.67,3110.16,1418.35,-8.65
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango,1683.42,3291.53,1758.93,4.49
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,1645.17,3185.13,1691.15,2.79
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango,1494.96,3080.99,1573.35,5.24
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango,1619.8,3048.33,1834.44,13.25
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango,1517.76,3099.23,1604.67,5.73
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango,1623.72,3158.54,1514.26,-6.74
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango,1515.53,3153.46,1560.68,2.98
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango,1520.16,3181.14,1499.72,-1.34
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango,1617.84,3234.03,1457.54,-9.91
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango,1488.12,3210.73,1537.09,3.29
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango,1624.22,3234.35,1771.77,9.08
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango,1676.47,3113.46,1670.68,-0.35
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango,1564.67,2960.56,1598.75,2.18
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango,1539.69,3267.61,1578.12,2.5
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,1602.86,3041.06,1387.43,-13.44
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango,1490.64,3068.42,1304.86,-12.46
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,1605.66,3251.47,1790.11,11.49
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango,1616.1,2983.58,1792.09,10.89
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango,1661.51,2977.75,1779.86,7.12
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango,1541.59,3220.14,1771.55,14.92
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango,1490.29,3258.03,1545.12,3.68
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango,1678.97,3085.09,1853.95,10.42
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango,1496.77,3033.2,1302.35,-12.99
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango,1679.36,3225.88,1856.98,10.58
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango,1671.88,2933.13,1614.5,-3.43
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango,1498.5,2983.4,1376.84,-8.12
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango,1578.11,3006.51,1389.2,-11.97
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango,1517.79,2958,1733.2,14.19
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango,1636.15,3286.19,1606.57,-1.81
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,1539.96,3218.4,1459.69,-5.21
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango,1544.17,2992.09,1372.62,-11.11
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango,1535.58,3041.21,1615.73,5.22
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango,1496.8,2983.29,1635.56,9.27
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango,1513.67,3036.14,1679.26,10.94
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango,1515.27,2932.18,1508.24,-0.46
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango,1544.77,3124.45,1685.56,9.11
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango,1511.72,3131.37,1514.22,0.17
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,1513.11,3148.68,1410.36,-6.79
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango,1581.86,2931.99,1562.68,-1.21
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,1545.58,3228.04,1340.16,-13.29
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango,1568.01,3082.46,1673.85,6.75
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango,1599.15,3165.97,1732.06,8.31
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,1656.73,3024.64,1675.63,1.14
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,1652.31,3294.87,1845.39,11.69
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango,1558.58,2977.15,1553.62,-0.32
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango,1632.62,3096.11,1624.38,-0.5
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,1651.94,3043.65,1830.25,10.79
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango,1565.65,3030.38,1544.04,-1.38
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,1636.78,2949.49,1487.71,-9.11
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,1674.58,2969.28,1708.6,2.03
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,1600.15,3094.94,1669.63,4.34
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,1530.25,3120.15,1471.57,-3.83
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,1616.62,2955.57,1650.99,2.13
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango,1521.34,3010.54,1392.96,-8.44
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango,1520.86,3229.37,1423.09,-6.43
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango,1669.71,3287.06,1705.41,2.14
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango,1512.89,3048.9,1648.02,8.93
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,1557.77,2933.89,1584.31,1.7
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango,1653.31,3217.46,1492.17,-9.75
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango,1618.84,2987.29,1481.99,-8.45
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,1659.1,2998.95,1541.26,-7.1
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,1484.42,3247.35,1614.72,8.78
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango,1609.76,3199.19,1441.72,-10.44
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango,1575.95,3039.57,1383.89,-12.19
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,1581.52,3267.38,1363.3,-13.8
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,1542.58,2982.1,1421.4,-7.86
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango,1665.98,3086.31,1649.14,-1.01
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,1964.26,4217.32,1956.76,-0.38
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes,1898.14,4394.29,2182.61,14.99
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,1966.03,4314.67,2159.22,9.83
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,1846.28,4167.71,1682.58,-8.87
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,1880.22,4359.76,1945.16,3.45
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,1994.26,4359.47,1995.02,0.04
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes,1822.19,4169.49,1850.16,1.53
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,1899.78,4491.2,1706.39,-10.18
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,1817.13,4335.14,1674.02,-7.88
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,1822.06,4445.37,1609.75,-11.65
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,1933.8,4267.95,1744.38,-9.8
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,1888.09,4476.11,1826.97,-3.24
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,1962.29,4205.72,2122.87,8.18
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,1859.53,4426.49,1896.23,1.97
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,1997.97,4310.46,1737.93,-13.02
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,1815.97,4486.27,1829.45,0.74
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,1967.19,4249.3,1875.77,-4.65
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,1818.16,4540.12,1909.72,5.04
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,1998.78,4261.73,2065.62,3.34
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,1947.84,4282.55,2151.26,10.44
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,2001.57,4509.47,2145.12,7.17
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,1867.63,4268.17,2127.25,13.9
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,1814.2,4441.95,1926.45,6.19
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes,1936.68,4551.57,1827.38,-5.64
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes,1880.13,4187.1,1847.87,-1.72
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,1864.35,4292.88,2051.48,10.04
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,1999.24,4229.82,1922.77,-3.82
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,1997.87,4180.25,1753.55,-12.23
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,1844.7,4393.61,1651.27,-10.49
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,2005.76,4334.21,2006.67,0.05
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes,1861.47,4343.91,1951.89,4.86
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,1962.38,4457.08,2008.24,2.34
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,1993.01,4482.49,2146.7,7.71
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,1823.26,4158.28,1665.97,-8.63
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes,1944.84,4320.01,1887.9,-2.93
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,1989.06,4513.75,2233.22,12.28
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,1874.92,4431.95,1746.47,-6.85
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,1850.26,4229.38,1762.62,-4.74
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,1898.13,4487.91,1681.68,-11.4
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,1959.13,4368.11,1834.5,-6.36
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,1910.7,4275.5,1965.78,2.88
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,1898.91,4221.29,1680.49,-11.5
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes,1921.48,4516.49,1831.53,-4.68
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes,1958.74,4418.99,2212.33,12.95
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,1976.34,4382.17,2069.44,4.71
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes,1991.82,4315.34,1888.32,-5.2
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,1814.3,4486.15,1978.12,9.03
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,1833.03,4386.27,1813.22,-1.08
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,1835.88,4547.76,1678.74,-8.56
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,1825.59,4393.47,1956.41,7.17
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes,1818.63,4419.01,1836.25,0.97
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes,1832.79,4224.54,1870.16,2.04
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,1871.41,4530.85,2050.36,9.56
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes,2008.85,4259.4,2291.93,14.09
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes,1898.39,4294.54,1642.31,-13.49
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes,1822.69,4432.33,1799.69,-1.26
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,1857.44,4401.12,1719.72,-7.41
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,1927.67,4299.21,2114.78,9.71
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,1976.28,4346.47,1887.83,-4.48
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,1884.65,4477.81,1787.5,-5.15
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,1853.95,4189.4,1835.43,-1
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes,1908.57,4491.89,1748.96,-8.36
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,1888.34,4478.89,2071.67,9.71
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes,1889.06,4339.18,1777.58,-5.9
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,1998.65,4202.99,2258.72,13.01
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,1948.91,4368.16,1675.67,-14.02
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,1907.26,4318.63,1713.42,-10.16
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,grapes,1943.42,4543.99,1979.68,1.87
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,1955.09,4182.91,1906.8,-2.47
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,1835.41,4400.65,2076.85,13.15
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,1944.5,4186.25,1859.72,-4.36
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,1922.27,4316.81,2114.68,10.01
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,1975.07,4400.26,1900.09,-3.8
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,1863.21,4197.88,1782.1,-4.35
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,1894.77,4425.86,1984.67,4.74
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,1826.16,4313.63,1651.82,-9.55
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes,1843.5,4486.45,1590.16,-13.74
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,1895.98,4222.81,2111.74,11.38
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,1923.55,4248.08,1924.95,0.07
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,1958.44,4538.78,1794.19,-8.39
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes,1989.38,4529.25,2237.91,12.49
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes,1939.22,4407.46,1882.91,-2.9
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,1962.62,4368.05,2067.09,5.32
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,1897.83,4448.13,2082.57,9.73
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes,1841.43,4488.7,1863.69,1.21
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,1981.07,4328.05,1909.18,-3.63
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,1995.15,4256,2201.18,10.33
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,1908.94,4361.17,1799.25,-5.75
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,1926.75,4285.61,1660.44,-13.82
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,1866.54,4158.08,2134.4,14.35
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,2005.29,4313.59,2142.67,6.85
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes,1881.3,4423.97,2053.68,9.16
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes,2001.49,4315.61,2171.6,8.5
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes,1865.33,4551.66,1599.95,-14.23
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,1932.85,4419.33,2041.89,5.64
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,1836.22,4530.94,1660.59,-9.56
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,1936.69,4244.6,1824.68,-5.78
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,1921.43,4322.41,1725.57,-10.19
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,1846.33,4322.79,1988.84,7.72
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,1991.73,4189.18,1927.86,-3.21
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,1319.4,3349.34,1383.41,4.85
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,1419.84,3407.91,1306.46,-7.99
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,1304.09,3676.68,1489.8,14.24
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon,1326.44,3435.29,1473.04,11.05
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,1484.64,3510.55,1284.49,-13.48
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,1307.23,3572.28,1265.23,-3.21
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,1305.08,3576,1113.74,-14.66
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,1456.82,3465.28,1255.89,-13.79
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,1417.02,3501.78,1618.44,14.21
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,1408.19,3452.8,1496.67,6.28
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,1353.65,3704.4,1302.78,-3.76
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,1409.32,3362.93,1378.08,-2.22
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,1465.82,3664.96,1344.59,-8.27
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,1344.56,3669.63,1518.17,12.91
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon,1318.42,3522.73,1254.13,-4.88
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,1473.49,3376.11,1345.79,-8.67
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,1449.84,3363.22,1446.59,-0.22
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,1387.77,3476.46,1343.88,-3.16
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,1405.34,3407.25,1435.69,2.16
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,1460.43,3646.77,1308.79,-10.38
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,1329.2,3449.97,1273.8,-4.17
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,1381.04,3614.58,1197.37,-13.3
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,1306.28,3499.47,1383.55,5.92
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,1338.03,3599.31,1241.62,-7.21
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,1476.56,3700.98,1386.76,-6.08
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,1345.35,3507.22,1240.63,-7.78
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,1433.82,3673.13,1508.27,5.19
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,1464.22,3501.5,1313.25,-10.31
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,1446.94,3486.89,1521.29,5.14
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,1353.48,3375.2,1553.49,14.78
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,1330.59,3738.07,1521.11,14.32
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,1458.11,3606.47,1492.15,2.33
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,1472.57,3458.48,1458.29,-0.97
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,1423.23,3507.18,1392.27,-2.18
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,1365.4,3568.4,1509,10.52
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,1339.65,3716.48,1415.64,5.67
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,1464,3565.18,1586.76,8.39
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon,1302.59,3670.06,1122.89,-13.8
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon,1477.33,3739.49,1386.06,-6.18
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,1341.41,3648.85,1242.02,-7.41
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,1472.46,3383.84,1307.23,-11.22
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,1495.18,3612.24,1650.78,10.41
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,watermelon,1364.21,3613.3,1402.78,2.83
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon,1419.98,3615.72,1452.08,2.26
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,1385.16,3453.07,1496.77,8.06
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,watermelon,1344.6,3619.65,1237.03,-8
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,1424.41,3641.53,1304.21,-8.44
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,1311.34,3395.09,1353.04,3.18
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon,1469.24,3360.7,1572.45,7.02
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,1367.61,3534.11,1543.56,12.87
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,1365.74,3528.84,1166.48,-14.59
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon,1315.67,3446.14,1129.31,-14.16
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,1425.62,3513.26,1446.21,1.44
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,1334.28,3461.08,1399.86,4.92
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,watermelon,1492.41,3362.87,1667.19,11.71
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,1414.72,3568.27,1414.84,0.01
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,1313.23,3378.65,1352.99,3.03
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,1367.54,3709.61,1329.22,-2.8
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,1328,3628.59,1245.67,-6.2
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,1404.44,3621.84,1573.08,12.01
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,1457.79,3613.25,1536.35,5.39
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon,1488.53,3461.03,1265.75,-14.97
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon,1353.74,3429.86,1419.46,4.85
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,1426.09,3580.09,1219.13,-14.51
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon,1445.1,3472.12,1516.66,4.95
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,1410.66,3479.8,1256.01,-10.96
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon,1318.23,3675.31,1483.69,12.55
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,1429.31,3384.08,1387.3,-2.94
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,1445.14,3654.63,1279.62,-11.45
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,1299.35,3627.56,1243.45,-4.3
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon,1350.24,3347.86,1366.56,1.21
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon,1469.58,3725.76,1498.57,1.97
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,1402.24,3376.73,1422.8,1.47
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,1375.34,3585.56,1329.43,-3.34
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,1347.41,3380.69,1272.6,-5.55
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,1318.68,3413.46,1511.47,14.62
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,1388.17,3555.45,1543.76,11.21
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon,1498.46,3575.79,1638.93,9.37
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,1364.74,3465,1324.9,-2.92
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon,1433.85,3615.58,1354.37,-5.54
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon,1325.99,3595.66,1178.14,-11.15
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,1415.05,3620.07,1500.21,6.02
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,1450.04,3691.85,1450.02,0
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,watermelon,1445.4,3590.37,1309.52,-9.4
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon,1304.49,3456.52,1282.2,-1.71
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,watermelon,1422.77,3682.69,1293.12,-9.11
